County,Registered Voters,# In Person On 10/27/2024,Cumulative In-Person Voters,Cumulative % In-Person,Cumulative By Mail Voters,Cumulative In-Person And Mail Voters,Cumulative Percent Early Voting,Voter Details Report
MEDINA,"38,525",781,"13,245",34.38%,510,"13,755",35.7%,Click Here
CHAMBERS,"37,026",451,"13,654",36.88%,195,"13,849",37.4%,Click Here
STARR,"36,420",142,"6,995",19.21%,136,"7,131",19.58%,Click Here
MAVERICK,"35,947",694,"6,222",17.31%,188,"6,410",17.83%,Click Here
WOOD,"35,589",558,"9,292",26.11%,634,"9,926",27.89%,Click Here
RUSK,"34,277",607,"9,520",27.77%,561,"10,081",29.41%,Click Here
LAMAR,"33,110",485,"10,250",30.96%,603,"10,853",32.78%,Click Here
NAVARRO,"32,955",416,"8,572",26.01%,304,"8,876",26.93%,Click Here
ATASCOSA,"32,142",423,"8,584",26.71%,285,"8,869",27.59%,Click Here
CHEROKEE,"32,121",553,"9,967",31.03%,370,"10,337",32.18%,Click Here
ANDERSON,"30,613",520,"8,223",26.86%,435,"8,658",28.28%,Click Here
UPSHUR,"30,374",504,"9,494",31.26%,422,"9,916",32.65%,Click Here
COOKE,"30,193",430,"8,774",29.06%,473,"9,247",30.63%,Click Here
VAL VERDE,"30,117",404,"6,478",21.51%,534,"7,012",23.28%,Click Here
CALDWELL,"27,097",462,"7,673",28.32%,308,"7,981",29.45%,Click Here
HILL,"26,962",325,"7,550",28.0%,205,"7,755",28.76%,Click Here
WHARTON,"26,422",190,"8,776",33.21%,347,"9,123",34.53%,Click Here
JIM WELLS,"26,414",163,"5,523",20.91%,252,"5,775",21.86%,Click Here
ERATH,"25,961",327,"8,405",32.38%,274,"8,679",33.43%,Click Here
WASHINGTON,"25,794",615,"9,159",35.51%,24,"9,183",35.6%,Click Here
BROWN,"25,500",450,"6,405",25.12%,509,"6,914",27.11%,Click Here
HOPKINS,"25,383",435,"7,893",31.1%,345,"8,238",32.45%,Click Here
FANNIN,"24,942",631,"7,141",28.63%,482,"7,623",30.56%,Click Here
JASPER,"24,496",293,"8,346",34.07%,258,"8,604",35.12%,Click Here
MATAGORDA,"22,394",405,"6,356",28.38%,302,"6,658",29.73%,Click Here
AUSTIN,"22,116",249,"7,586",34.3%,329,"7,915",35.79%,Click Here
GILLESPIE,"21,884",536,"7,453",34.06%,709,"8,162",37.3%,Click Here
CASS,"21,812",179,"7,031",32.23%,458,"7,489",34.33%,Click Here
GRIMES,"21,080",400,"6,292",29.85%,375,"6,667",31.63%,Click Here
SAN JACINTO,"20,406",393,"5,164",25.31%,249,"5,413",26.53%,Click Here
PALO PINTO,"20,351",252,"6,067",29.81%,364,"6,431",31.6%,Click Here
ARANSAS,"19,849",271,"6,797",34.24%,357,"7,154",36.04%,Click Here
BANDERA,"19,026",198,"6,824",35.87%,283,"7,107",37.35%,Click Here
KLEBERG,"18,689",191,"4,705",25.18%,239,"4,944",26.45%,Click Here
LLANO,"18,455",183,"7,831",42.43%,633,"8,464",45.86%,Click Here
FAYETTE,"18,353",335,"5,443",29.66%,446,"5,889",32.09%,Click Here
HALE,"18,272",169,"4,145",22.68%,167,"4,312",23.6%,Click Here
TITUS,"18,026",65,"2,293",12.72%,92,"2,385",13.23%,Click Here
UVALDE,"17,929",182,"4,321",24.1%,273,"4,594",25.62%,Click Here
PANOLA,"17,836",127,"4,676",26.22%,272,"4,948",27.74%,Click Here
MILAM,"17,208",106,"5,851",34.0%,257,"6,108",35.5%,Click Here
HOWARD,"17,198",267,"4,894",28.46%,320,"5,214",30.32%,Click Here
LAMPASAS,"16,913",237,"6,059",35.82%,318,"6,377",37.7%,Click Here
SHELBY,"16,355",315,"4,194",25.64%,248,"4,442",27.16%,Click Here
BEE,"15,979",162,"4,077",25.51%,310,"4,387",27.45%,Click Here
MONTAGUE,"15,649",104,"5,952",38.03%,198,"6,150",39.3%,Click Here
TYLER,"14,888",178,"4,052",27.22%,153,"4,205",28.24%,Click Here
COLORADO,"14,775",153,"5,004",33.87%,295,"5,299",35.86%,Click Here
LIMESTONE,"14,443",123,"4,517",31.27%,214,"4,731",32.76%,Click Here
LAVACA,"14,389",330,"4,522",31.43%,448,"4,970",34.54%,Click Here
HOCKLEY,"13,984",102,"3,615",25.85%,166,"3,781",27.04%,Click Here
HOUSTON,"13,901",223,"3,807",27.39%,400,"4,207",30.26%,Click Here
BURLESON,"13,840",281,"4,508",32.57%,273,"4,781",34.54%,Click Here
BOSQUE,"13,638",137,"4,131",30.29%,160,"4,291",31.46%,Click Here
HUTCHINSON,"13,442",29,"4,208",31.3%,170,"4,378",32.57%,Click Here
FREESTONE,"13,406",113,"4,460",33.27%,2,"4,462",33.28%,Click Here
CALHOUN,"13,223",118,"3,344",25.29%,164,"3,508",26.53%,Click Here
GONZALES,"13,174",134,"3,815",28.96%,210,"4,025",30.55%,Click Here
LEON,"12,654",193,"3,850",30.43%,226,"4,076",32.21%,Click Here
ROBERTSON,"12,600",114,"3,977",31.56%,11,"3,988",31.65%,Click Here
EASTLAND,"12,520",161,"3,900",31.15%,299,"4,199",33.54%,Click Here
YOUNG,"12,394",168,"4,498",36.29%,128,"4,626",37.32%,Click Here
GRAY,"12,317",156,"3,785",30.73%,302,"4,087",33.18%,Click Here
TRINITY,"12,283",100,"3,834",31.21%,96,"3,930",32.0%,Click Here
LEE,"12,168",143,"3,986",32.76%,181,"4,167",34.25%,Click Here
WILLACY,"11,703",85,"2,028",17.33%,48,"2,076",17.74%,Click Here
DEWITT,"11,357",166,"3,608",31.77%,252,"3,860",33.99%,Click Here
BLANCO,"11,014",132,"4,829",43.84%,178,"5,007",45.46%,Click Here
JONES,"10,883",104,"2,421",22.25%,186,"2,607",23.95%,Click Here
ANDREWS,"10,739",201,"2,954",27.51%,65,"3,019",28.11%,Click Here
FALLS,"10,562",135,"1,983",18.77%,174,"2,157",20.42%,Click Here
GAINES,"10,467",163,"3,310",31.62%,57,"3,367",32.17%,Click Here
CALLAHAN,"10,439",78,"3,490",33.43%,24,"3,514",33.66%,Click Here
MOORE,"10,130",97,"2,316",22.86%,107,"2,423",23.92%,Click Here
COMANCHE,"10,022",63,"3,074",30.67%,167,"3,241",32.34%,Click Here
JACKSON,"9,894",220,"2,998",30.3%,8,"3,006",30.38%,Click Here
FRIO,"9,526",70,"1,765",18.53%,188,"1,953",20.5%,Click Here
NEWTON,"9,486",97,"2,315",24.4%,77,"2,392",25.22%,Click Here
RAINS,"9,404",171,"3,136",33.35%,148,"3,284",34.92%,Click Here
SCURRY,"9,366",99,"2,793",29.82%,88,"2,881",30.76%,Click Here
MORRIS,"8,948",94,"2,369",26.48%,134,"2,503",27.97%,Click Here
DEAF SMITH,"8,756",18,"1,775",20.27%,117,"1,892",21.61%,Click Here
RED RIVER,"8,746",133,"2,762",31.58%,143,"2,905",33.22%,Click Here
NOLAN,"8,494",63,"1,915",22.55%,80,"1,995",23.49%,Click Here
MADISON,"8,471",121,"2,442",28.83%,103,"2,545",30.04%,Click Here
KARNES,"8,449",84,"1,871",22.14%,218,"2,089",24.72%,Click Here
SABINE,"8,446",136,"2,787",33.0%,170,"2,957",35.01%,Click Here
CAMP,"8,424",100,"2,640",31.34%,159,"2,799",33.23%,Click Here
PECOS,"8,328",59,"1,814",21.78%,94,"1,908",22.91%,Click Here
CLAY,"8,291",141,"2,468",29.77%,126,"2,594",31.29%,Click Here
ZAPATA,"8,182",118,"1,966",24.03%,35,"2,001",24.46%,Click Here
WILBARGER,"8,126",93,"2,140",26.34%,180,"2,320",28.55%,Click Here
DUVAL,"8,031",141,"2,015",25.09%,380,"2,395",29.82%,Click Here
LAMB,"7,883",74,"1,297",16.45%,92,"1,389",17.62%,Click Here
REEVES,"7,838",84,"1,374",17.53%,134,"1,508",19.24%,Click Here
MARION,"7,822",68,"2,094",26.77%,162,"2,256",28.84%,Click Here
ZAVALA,"7,810",90,"1,146",14.67%,58,"1,204",15.42%,Click Here
LIVE OAK,"7,774",145,"2,240",28.81%,93,"2,333",30.01%,Click Here
FRANKLIN,"7,599",77,"2,441",32.12%,105,"2,546",33.5%,Click Here
SOMERVELL,"7,420",86,"2,772",37.36%,80,"2,852",38.44%,Click Here
BREWSTER,"7,408",45,"2,058",27.78%,183,"2,241",30.25%,Click Here
WARD,"7,047",45,"1,537",21.81%,73,"1,610",22.85%,Click Here
ARCHER,"7,008",39,"2,441",34.83%,70,"2,511",35.83%,Click Here
RUNNELS,"6,807",101,"1,701",24.99%,90,"1,791",26.31%,Click Here
DAWSON,"6,776",59,"1,636",24.14%,0,"1,636",24.14%,Click Here
DIMMIT,"6,706",109,"1,291",19.25%,151,"1,442",21.5%,Click Here
TERRY,"6,412",63,"1,560",24.33%,84,"1,644",25.64%,Click Here
HAMILTON,"6,260",77,"2,064",32.97%,96,"2,160",34.5%,Click Here
COLEMAN,"6,139",80,"2,417",39.37%,144,"2,561",41.72%,Click Here
SAN AUGUSTINE,"6,038",63,"1,665",27.58%,98,"1,763",29.2%,Click Here
STEPHENS,"5,881",92,"2,002",34.04%,91,"2,093",35.59%,Click Here
JACK,"5,857",109,"2,109",36.01%,121,"2,230",38.07%,Click Here
GOLIAD,"5,833",56,"1,744",29.9%,117,"1,861",31.9%,Click Here
MCCULLOCH,"5,424",51,"1,715",31.62%,88,"1,803",33.24%,Click Here
OCHILTREE,"5,201",81,"1,442",27.73%,95,"1,537",29.55%,Click Here
BROOKS,"4,945",43,988,19.98%,114,"1,102",22.29%,Click Here
REFUGIO,"4,938",83,"1,322",26.77%,57,"1,379",27.93%,Click Here
PARMER,"4,549",40,696,15.3%,46,742,16.31%,Click Here
MITCHELL,"4,526",33,"1,161",25.65%,47,"1,208",26.69%,Click Here
PRESIDIO,"4,429",32,839,18.94%,36,875,19.76%,Click Here
LYNN,"4,385",55,879,20.05%,31,910,20.75%,Click Here
CARSON,"4,297",69,"1,309",30.46%,47,"1,356",31.56%,Click Here
YOAKUM,"4,289",33,"1,178",27.47%,33,"1,211",28.24%,Click Here
LASALLE,"4,210",49,938,22.28%,182,"1,120",26.6%,Click Here
DELTA,"4,112",44,"1,058",25.73%,0,"1,058",25.73%,Click Here
WINKLER,"4,086",26,568,13.9%,8,576,14.1%,Click Here
SWISHER,"3,900",27,868,22.26%,0,868,22.26%,Click Here
CHILDRESS,"3,804",43,"1,008",26.5%,50,"1,058",27.81%,Click Here
SAN SABA,"3,795",54,"1,264",33.31%,70,"1,334",35.15%,Click Here
CASTRO,"3,694",28,654,17.7%,38,692,18.73%,Click Here
FLOYD,"3,660",32,943,25.77%,60,"1,003",27.4%,Click Here
CROSBY,"3,638",20,609,16.74%,60,669,18.39%,Click Here
MILLS,"3,626",46,"1,465",40.4%,68,"1,533",42.28%,Click Here
JIM HOGG,"3,548",36,414,11.67%,132,546,15.39%,Click Here
MARTIN,"3,497",58,879,25.14%,21,900,25.74%,Click Here
HASKELL,"3,442",53,"1,047",30.42%,32,"1,079",31.35%,Click Here
WHEELER,"3,408",27,"1,098",32.22%,81,"1,179",34.6%,Click Here
KIMBLE,"3,318",38,"1,251",37.7%,62,"1,313",39.57%,Click Here
MASON,"3,278",67,"1,393",42.5%,76,"1,469",44.81%,Click Here
BAILEY,"3,172",32,643,20.27%,54,697,21.97%,Click Here
HANSFORD,"3,002",38,844,28.11%,87,931,31.01%,Click Here
DALLAM,"2,873",33,511,17.79%,70,581,20.22%,Click Here
HARTLEY,"2,846",9,964,33.87%,70,"1,034",36.33%,Click Here
FISHER,"2,705",24,759,28.06%,66,825,30.5%,Click Here
REAL,"2,698",39,"1,089",40.36%,49,"1,138",42.18%,Click Here
CRANE,"2,674",39,563,21.05%,0,563,21.05%,Click Here
GARZA,"2,651",23,687,25.91%,34,721,27.2%,Click Here
COKE,"2,460",22,707,28.74%,0,707,28.74%,Click Here
SHACKELFORD,"2,439",26,785,32.19%,74,859,35.22%,Click Here
BAYLOR,"2,430",39,"1,000",41.15%,1,"1,001",41.19%,Click Here
DONLEY,"2,414",50,757,31.36%,56,813,33.68%,Click Here
HARDEMAN,"2,388",2,520,21.78%,32,552,23.12%,Click Here
SUTTON,"2,348",21,730,31.09%,18,748,31.86%,Click Here
HEMPHILL,"2,347",38,839,35.75%,38,877,37.37%,Click Here
CROCKETT,"2,289",21,646,28.22%,31,677,29.58%,Click Here
KNOX,"2,230",29,376,16.86%,40,416,18.65%,Click Here
HUDSPETH,"2,212",8,210,9.49%,19,229,10.35%,Click Here
KINNEY,"2,175",16,744,34.21%,17,761,34.99%,Click Here
UPTON,"2,114",28,674,31.88%,15,689,32.59%,Click Here
COLLINGSWORTH,"1,887",3,481,25.49%,54,535,28.35%,Click Here
HALL,"1,886",18,470,24.92%,31,501,26.56%,Click Here
LIPSCOMB,"1,818",18,342,18.81%,117,459,25.25%,Click Here
REAGAN,"1,803",4,394,21.85%,7,401,22.24%,Click Here
CONCHO,"1,795",26,458,25.52%,56,514,28.64%,Click Here
SCHLEICHER,"1,732",10,533,30.77%,32,565,32.62%,Click Here
CULBERSON,"1,707",14,258,15.11%,0,258,15.11%,Click Here
COCHRAN,"1,676",20,323,19.27%,51,374,22.32%,Click Here
JEFF DAVIS,"1,574",10,633,40.22%,36,669,42.5%,Click Here
MENARD,"1,516",21,483,31.86%,49,532,35.09%,Click Here
EDWARDS,"1,496",20,453,30.28%,21,474,31.68%,Click Here
SHERMAN,"1,448",35,413,28.52%,25,438,30.25%,Click Here
DICKENS,"1,433",12,391,27.29%,0,391,27.29%,Click Here
ARMSTRONG,"1,429",27,558,39.05%,31,589,41.22%,Click Here
OLDHAM,"1,340",33,388,28.96%,24,412,30.75%,Click Here
IRION,"1,230",17,410,33.33%,13,423,34.39%,Click Here
THROCKMORTON,"1,217",15,353,29.01%,14,367,30.16%,Click Here
BRISCOE,"1,037",7,265,25.55%,42,307,29.6%,Click Here
COTTLE,994,14,354,35.61%,17,371,37.32%,Click Here
STONEWALL,955,13,301,31.52%,12,313,32.77%,Click Here
STERLING,892,6,288,32.29%,25,313,35.09%,Click Here
MOTLEY,849,7,255,30.04%,40,295,34.75%,Click Here
GLASSCOCK,840,6,289,34.4%,24,313,37.26%,Click Here
FOARD,806,14,263,32.63%,4,267,33.13%,Click Here
ROBERTS,722,19,239,33.1%,17,256,35.46%,Click Here
MCMULLEN,644,1,227,35.25%,0,227,35.25%,Click Here
TERRELL,626,4,202,32.27%,16,218,34.82%,Click Here
KENT,599,4,158,26.38%,11,169,28.21%,Click Here
BORDEN,487,3,194,39.84%,0,194,39.84%,Click Here
KENEDY,270,2,63,23.33%,4,67,24.81%,Click Here
KING,165,0,49,29.7%,1,50,30.3%,Click Here
LOVING,128,5,37,28.91%,1,38,29.69%,Click Here
TOTAL,"18,623,931","319,171","5,211,734",27.98%,"267,547","5,479,281",29.42%,
