County,Registered Voters,# In Person On 10/24/2024,Cumulative In-Person Voters,Cumulative % In-Person,Cumulative By Mail Voters,Cumulative In-Person And Mail Voters,Cumulative Percent Early Voting,Voter Details Report
JOHNSON,"129,287","5,949","23,705",18.34%,600,"24,305",18.8%,Click Here
PARKER,"127,635","6,552","26,441",20.72%,"1,803","28,244",22.13%,Click Here
KAUFMAN,"108,165","4,663","19,373",17.91%,784,"20,157",18.64%,Click Here
GRAYSON,"100,124","5,206","24,455",24.42%,"1,361","25,816",25.78%,Click Here
RANDALL,"100,105","4,941","20,659",20.64%,"1,851","22,510",22.49%,Click Here
MIDLAND,"99,004","4,229","14,661",14.81%,612,"15,273",15.43%,Click Here
TAYLOR,"89,791","4,164","17,333",19.3%,943,"18,276",20.35%,Click Here
ROCKWALL,"87,932","4,715","20,796",23.65%,922,"21,718",24.7%,Click Here
ECTOR,"86,640","2,310","10,073",11.63%,961,"11,034",12.74%,Click Here
WICHITA,"79,805","3,347","14,002",17.55%,"1,065","15,067",18.88%,Click Here
GREGG,"76,263","3,559","17,405",22.82%,839,"18,244",23.92%,Click Here
HUNT,"72,860","2,707","11,639",15.97%,778,"12,417",17.04%,Click Here
TOM GREEN,"72,586","3,274","13,721",18.9%,"1,513","15,234",20.99%,Click Here
BOWIE,"62,656","2,669","11,435",18.25%,"1,070","12,505",19.96%,Click Here
BASTROP,"61,403","2,691","12,519",20.39%,910,"13,429",21.87%,Click Here
POTTER,"59,681","2,009","9,765",16.36%,"1,048","10,813",18.12%,Click Here
HENDERSON,"59,479","3,030","14,387",24.19%,695,"15,082",25.36%,Click Here
VICTORIA,"58,087","2,123","8,396",14.45%,"1,854","10,250",17.65%,Click Here
ORANGE,"56,232","2,661","11,896",21.16%,706,"12,602",22.41%,Click Here
ANGELINA,"55,965","2,623","12,764",22.81%,740,"13,504",24.13%,Click Here
WISE,"55,864","2,944","13,351",23.9%,620,"13,971",25.01%,Click Here
LIBERTY,"54,530","2,236","10,722",19.66%,388,"11,110",20.37%,Click Here
HOOD,"51,704","3,020","12,070",23.34%,"1,019","13,089",25.32%,Click Here
HARRISON,"47,283","2,511","11,926",25.22%,427,"12,353",26.13%,Click Here
CORYELL,"46,995","1,637","7,934",16.88%,548,"8,482",18.05%,Click Here
SAN PATRICIO,"45,265","1,641","8,591",18.98%,630,"9,221",20.37%,Click Here
WALLER,"44,330","1,693","8,166",18.42%,262,"8,428",19.01%,Click Here
POLK,"44,308","1,578","7,379",16.65%,"2,090","9,469",21.37%,Click Here
HARDIN,"43,116","2,125","10,902",25.29%,338,"11,240",26.07%,Click Here
VAN ZANDT,"41,749","1,082","4,257",10.2%,335,"4,592",11.0%,Click Here
KERR,"40,065","2,322","11,797",29.44%,"1,031","12,828",32.02%,Click Here
NACOGDOCHES,"40,051","1,705","8,272",20.65%,763,"9,035",22.56%,Click Here
BURNET,"39,186","2,868","11,491",29.32%,"1,114","12,605",32.17%,Click Here
WILSON,"39,092","2,005","9,358",23.94%,607,"9,965",25.49%,Click Here
KENDALL,"38,959","2,352","10,345",26.55%,945,"11,290",28.98%,Click Here
WALKER,"38,958","1,807","8,221",21.1%,403,"8,624",22.14%,Click Here
MEDINA,"38,525","1,683","8,860",23.0%,459,"9,319",24.19%,Click Here
CHAMBERS,"37,026","1,897","9,795",26.45%,162,"9,957",26.89%,Click Here
STARR,"36,420",997,"4,644",12.75%,132,"4,776",13.11%,Click Here
MAVERICK,"35,947",744,"3,242",9.02%,169,"3,411",9.49%,Click Here
WOOD,"35,589","1,474","6,144",17.26%,509,"6,653",18.69%,Click Here
RUSK,"34,277","1,404","6,034",17.6%,509,"6,543",19.09%,Click Here
LAMAR,"33,110","1,496","7,126",21.52%,524,"7,650",23.1%,Click Here
NAVARRO,"32,955","1,324","6,098",18.5%,260,"6,358",19.29%,Click Here
ATASCOSA,"32,142","1,138","5,840",18.17%,260,"6,100",18.98%,Click Here
CHEROKEE,"32,121","1,504","6,729",20.95%,349,"7,078",22.04%,Click Here
ANDERSON,"30,613","1,327","5,369",17.54%,385,"5,754",18.8%,Click Here
UPSHUR,"30,374","1,502","6,425",21.15%,395,"6,820",22.45%,Click Here
COOKE,"30,193","1,332","6,084",20.15%,425,"6,509",21.56%,Click Here
VAL VERDE,"30,117",836,"4,135",13.73%,502,"4,637",15.4%,Click Here
CALDWELL,"27,097","1,090","5,183",19.13%,246,"5,429",20.04%,Click Here
HILL,"26,962","1,138","5,280",19.58%,93,"5,373",19.93%,Click Here
WHARTON,"26,422","1,342","6,735",25.49%,311,"7,046",26.67%,Click Here
JIM WELLS,"26,414",792,"3,700",14.01%,227,"3,927",14.87%,Click Here
ERATH,"25,961","1,314","5,959",22.95%,249,"6,208",23.91%,Click Here
WASHINGTON,"25,794","1,400","5,987",23.21%,23,"6,010",23.3%,Click Here
BROWN,"25,500","1,044","3,986",15.63%,455,"4,441",17.42%,Click Here
HOPKINS,"25,383","1,178","5,301",20.88%,330,"5,631",22.18%,Click Here
FANNIN,"24,942","1,022","4,357",17.47%,464,"4,821",19.33%,Click Here
JASPER,"24,496","1,129","6,165",25.17%,227,"6,392",26.09%,Click Here
MATAGORDA,"22,394",996,"4,127",18.43%,280,"4,407",19.68%,Click Here
AUSTIN,"22,116","1,139","5,343",24.16%,296,"5,639",25.5%,Click Here
GILLESPIE,"21,884","1,180","4,902",22.4%,631,"5,533",25.28%,Click Here
CASS,"21,812","1,165","5,291",24.26%,452,"5,743",26.33%,Click Here
GRIMES,"21,080",834,"4,093",19.42%,337,"4,430",21.02%,Click Here
SAN JACINTO,"20,406",792,"2,984",14.62%,196,"3,180",15.58%,Click Here
PALO PINTO,"20,351",856,"4,169",20.49%,344,"4,513",22.18%,Click Here
ARANSAS,"19,849","1,192","4,987",25.12%,357,"5,344",26.92%,Click Here
BANDERA,"19,026","1,088","5,044",26.51%,267,"5,311",27.91%,Click Here
KLEBERG,"18,689",571,"3,243",17.35%,213,"3,456",18.49%,Click Here
LLANO,"18,455","1,227","6,054",32.8%,582,"6,636",35.96%,Click Here
FAYETTE,"18,353",819,"3,639",19.83%,398,"4,037",22.0%,Click Here
HALE,"18,272",597,"2,983",16.33%,156,"3,139",17.18%,Click Here
TITUS,"18,026",362,"1,682",9.33%,83,"1,765",9.79%,Click Here
UVALDE,"17,929",628,"3,075",17.15%,267,"3,342",18.64%,Click Here
PANOLA,"17,836",730,"3,407",19.1%,247,"3,654",20.49%,Click Here
MILAM,"17,208",858,"4,432",25.76%,229,"4,661",27.09%,Click Here
HOWARD,"17,198",686,"3,286",19.11%,297,"3,583",20.83%,Click Here
LAMPASAS,"16,913",892,"4,288",25.35%,287,"4,575",27.05%,Click Here
SHELBY,"16,355",573,"2,821",17.25%,227,"3,048",18.64%,Click Here
BEE,"15,979",513,"2,896",18.12%,305,"3,201",20.03%,Click Here
MONTAGUE,"15,649",909,"4,501",28.76%,179,"4,680",29.91%,Click Here
TYLER,"14,888",596,"2,693",18.09%,122,"2,815",18.91%,Click Here
COLORADO,"14,775",746,"3,742",25.33%,267,"4,009",27.13%,Click Here
LIMESTONE,"14,443",603,"3,265",22.61%,196,"3,461",23.96%,Click Here
LAVACA,"14,389",651,"2,824",19.63%,404,"3,228",22.43%,Click Here
HOCKLEY,"13,984",536,"2,695",19.27%,153,"2,848",20.37%,Click Here
HOUSTON,"13,901",616,"2,614",18.8%,368,"2,982",21.45%,Click Here
BURLESON,"13,840",668,"2,973",21.48%,258,"3,231",23.35%,Click Here
BOSQUE,"13,638",591,"2,955",21.67%,140,"3,095",22.69%,Click Here
HUTCHINSON,"13,442",674,"3,468",25.8%,157,"3,625",26.97%,Click Here
FREESTONE,"13,406",703,"3,404",25.39%,2,"3,406",25.41%,Click Here
CALHOUN,"13,223",464,"2,406",18.2%,144,"2,550",19.28%,Click Here
GONZALES,"13,174",514,"2,738",20.78%,184,"2,922",22.18%,Click Here
LEON,"12,654",520,"2,609",20.62%,219,"2,828",22.35%,Click Here
ROBERTSON,"12,600",554,"2,831",22.47%,10,"2,841",22.55%,Click Here
EASTLAND,"12,520",585,"2,762",22.06%,267,"3,029",24.19%,Click Here
YOUNG,"12,394",604,"3,311",26.71%,128,"3,439",27.75%,Click Here
GRAY,"12,317",535,"2,653",21.54%,270,"2,923",23.73%,Click Here
TRINITY,"12,283",550,"2,874",23.4%,89,"2,963",24.12%,Click Here
LEE,"12,168",621,"2,848",23.41%,164,"3,012",24.75%,Click Here
WILLACY,"11,703",314,"1,348",11.52%,34,"1,382",11.81%,Click Here
DEWITT,"11,357",474,"2,541",22.37%,243,"2,784",24.51%,Click Here
BLANCO,"11,014",721,"3,707",33.66%,167,"3,874",35.17%,Click Here
JONES,"10,883",314,"1,499",13.77%,181,"1,680",15.44%,Click Here
ANDREWS,"10,739",392,"1,933",18.0%,56,"1,989",18.52%,Click Here
FALLS,"10,562",268,"1,336",12.65%,166,"1,502",14.22%,Click Here
GAINES,"10,467",502,"2,230",21.31%,55,"2,285",21.83%,Click Here
CALLAHAN,"10,439",533,"2,582",24.73%,19,"2,601",24.92%,Click Here
MOORE,"10,130",310,"1,615",15.94%,104,"1,719",16.97%,Click Here
COMANCHE,"10,022",462,"2,333",23.28%,160,"2,493",24.88%,Click Here
JACKSON,"9,894",461,"1,902",19.22%,6,"1,908",19.28%,Click Here
FRIO,"9,526",167,912,9.57%,168,"1,080",11.34%,Click Here
NEWTON,"9,486",313,"1,615",17.03%,60,"1,675",17.66%,Click Here
RAINS,"9,404",536,"2,106",22.39%,129,"2,235",23.77%,Click Here
SCURRY,"9,366",399,"2,098",22.4%,81,"2,179",23.27%,Click Here
MORRIS,"8,948",358,"1,689",18.88%,123,"1,812",20.25%,Click Here
DEAF SMITH,"8,756",263,"1,338",15.28%,110,"1,448",16.54%,Click Here
RED RIVER,"8,746",354,"1,971",22.54%,127,"2,098",23.99%,Click Here
NOLAN,"8,494",287,"1,372",16.15%,71,"1,443",16.99%,Click Here
MADISON,"8,471",359,"1,686",19.9%,100,"1,786",21.08%,Click Here
KARNES,"8,449",235,"1,297",15.35%,202,"1,499",17.74%,Click Here
SABINE,"8,446",447,"2,031",24.05%,165,"2,196",26.0%,Click Here
CAMP,"8,424",401,"1,920",22.79%,149,"2,069",24.56%,Click Here
PECOS,"8,328",274,"1,271",15.26%,67,"1,338",16.07%,Click Here
CLAY,"8,291",339,"1,689",20.37%,117,"1,806",21.78%,Click Here
ZAPATA,"8,182",194,"1,171",14.31%,22,"1,193",14.58%,Click Here
WILBARGER,"8,126",334,"1,561",19.21%,165,"1,726",21.24%,Click Here
DUVAL,"8,031",255,"1,150",14.32%,320,"1,470",18.3%,Click Here
LAMB,"7,883",158,909,11.53%,52,961,12.19%,Click Here
REEVES,"7,838",188,860,10.97%,124,984,12.55%,Click Here
MARION,"7,822",269,"1,556",19.89%,148,"1,704",21.78%,Click Here
ZAVALA,"7,810",188,713,9.13%,54,767,9.82%,Click Here
LIVE OAK,"7,774",283,"1,498",19.27%,88,"1,586",20.4%,Click Here
FRANKLIN,"7,599",375,"1,740",22.9%,100,"1,840",24.21%,Click Here
SOMERVELL,"7,420",391,"1,972",26.58%,60,"2,032",27.39%,Click Here
BREWSTER,"7,408",299,"1,613",21.77%,170,"1,783",24.07%,Click Here
WARD,"7,047",211,"1,099",15.6%,62,"1,161",16.48%,Click Here
ARCHER,"7,008",375,"1,803",25.73%,67,"1,870",26.68%,Click Here
RUNNELS,"6,807",246,"1,143",16.79%,80,"1,223",17.97%,Click Here
DAWSON,"6,776",251,"1,195",17.64%,0,"1,195",17.64%,Click Here
DIMMIT,"6,706",147,716,10.68%,143,859,12.81%,Click Here
TERRY,"6,412",230,"1,104",17.22%,82,"1,186",18.5%,Click Here
HAMILTON,"6,260",318,"1,473",23.53%,85,"1,558",24.89%,Click Here
COLEMAN,"6,139",380,"1,811",29.5%,130,"1,941",31.62%,Click Here
SAN AUGUSTINE,"6,038",237,"1,262",20.9%,92,"1,354",22.42%,Click Here
STEPHENS,"5,881",234,"1,429",24.3%,89,"1,518",25.81%,Click Here
JACK,"5,857",326,"1,456",24.86%,119,"1,575",26.89%,Click Here
GOLIAD,"5,833",230,"1,257",21.55%,106,"1,363",23.37%,Click Here
MCCULLOCH,"5,424",265,"1,252",23.08%,81,"1,333",24.58%,Click Here
OCHILTREE,"5,201",217,"1,013",19.48%,87,"1,100",21.15%,Click Here
BROOKS,"4,945",144,661,13.37%,101,762,15.41%,Click Here
REFUGIO,"4,938",176,902,18.27%,54,956,19.36%,Click Here
PARMER,"4,549",114,506,11.12%,42,548,12.05%,Click Here
MITCHELL,"4,526",166,840,18.56%,42,882,19.49%,Click Here
PRESIDIO,"4,429",122,610,13.77%,33,643,14.52%,Click Here
LYNN,"4,385",110,571,13.02%,31,602,13.73%,Click Here
CARSON,"4,297",172,888,20.67%,43,931,21.67%,Click Here
YOAKUM,"4,289",151,870,20.28%,29,899,20.96%,Click Here
LASALLE,"4,210",109,611,14.51%,178,789,18.74%,Click Here
DELTA,"4,112",173,716,17.41%,0,716,17.41%,Click Here
WINKLER,"4,086",100,432,10.57%,5,437,10.7%,Click Here
SWISHER,"3,900",114,615,15.77%,0,615,15.77%,Click Here
CHILDRESS,"3,804",136,660,17.35%,42,702,18.45%,Click Here
SAN SABA,"3,795",196,957,25.22%,66,"1,023",26.96%,Click Here
CASTRO,"3,694",77,452,12.24%,36,488,13.21%,Click Here
FLOYD,"3,660",160,718,19.62%,58,776,21.2%,Click Here
CROSBY,"3,638",80,410,11.27%,58,468,12.86%,Click Here
MILLS,"3,626",209,"1,079",29.76%,65,"1,144",31.55%,Click Here
JIM HOGG,"3,548",62,259,7.3%,113,372,10.48%,Click Here
MARTIN,"3,497",115,586,16.76%,20,606,17.33%,Click Here
HASKELL,"3,442",148,746,21.67%,30,776,22.55%,Click Here
WHEELER,"3,408",155,862,25.29%,74,936,27.46%,Click Here
KIMBLE,"3,318",188,916,27.61%,58,974,29.36%,Click Here
MASON,"3,278",179,987,30.11%,65,"1,052",32.09%,Click Here
BAILEY,"3,172",111,481,15.16%,48,529,16.68%,Click Here
HANSFORD,"3,002",130,617,20.55%,82,699,23.28%,Click Here
DALLAM,"2,873",86,354,12.32%,66,420,14.62%,Click Here
HARTLEY,"2,846",155,768,26.99%,61,829,29.13%,Click Here
FISHER,"2,705",125,582,21.52%,64,646,23.88%,Click Here
REAL,"2,698",117,877,32.51%,45,922,34.17%,Click Here
CRANE,"2,674",79,395,14.77%,0,395,14.77%,Click Here
GARZA,"2,651",114,502,18.94%,28,530,19.99%,Click Here
COKE,"2,460",105,527,21.42%,0,527,21.42%,Click Here
SHACKELFORD,"2,439",142,584,23.94%,70,654,26.81%,Click Here
BAYLOR,"2,430",152,743,30.58%,1,744,30.62%,Click Here
DONLEY,"2,414",125,654,27.09%,56,710,29.41%,Click Here
HARDEMAN,"2,388",72,415,17.38%,32,447,18.72%,Click Here
SUTTON,"2,348",102,542,23.08%,17,559,23.81%,Click Here
HEMPHILL,"2,347",122,624,26.59%,32,656,27.95%,Click Here
CROCKETT,"2,289",99,516,22.54%,26,542,23.68%,Click Here
KNOX,"2,230",50,249,11.17%,38,287,12.87%,Click Here
HUDSPETH,"2,212",24,151,6.83%,15,166,7.5%,Click Here
KINNEY,"2,175",96,599,27.54%,17,616,28.32%,Click Here
UPTON,"2,114",72,472,22.33%,15,487,23.04%,Click Here
COLLINGSWORTH,"1,887",61,378,20.03%,49,427,22.63%,Click Here
HALL,"1,886",69,345,18.29%,25,370,19.62%,Click Here
LIPSCOMB,"1,818",49,217,11.94%,109,326,17.93%,Click Here
REAGAN,"1,803",63,305,16.92%,7,312,17.3%,Click Here
CONCHO,"1,795",53,323,17.99%,53,376,20.95%,Click Here
SCHLEICHER,"1,732",85,417,24.08%,21,438,25.29%,Click Here
CULBERSON,"1,707",39,163,9.55%,0,163,9.55%,Click Here
COCHRAN,"1,676",44,244,14.56%,48,292,17.42%,Click Here
JEFF DAVIS,"1,574",80,502,31.89%,30,532,33.8%,Click Here
MENARD,"1,516",62,332,21.9%,43,375,24.74%,Click Here
EDWARDS,"1,496",82,339,22.66%,17,356,23.8%,Click Here
SHERMAN,"1,448",44,283,19.54%,21,304,20.99%,Click Here
DICKENS,"1,433",73,286,19.96%,0,286,19.96%,Click Here
ARMSTRONG,"1,429",52,360,25.19%,26,386,27.01%,Click Here
OLDHAM,"1,340",52,252,18.81%,22,274,20.45%,Click Here
IRION,"1,230",68,278,22.6%,13,291,23.66%,Click Here
THROCKMORTON,"1,217",52,250,20.54%,13,263,21.61%,Click Here
BRISCOE,"1,037",57,203,19.58%,41,244,23.53%,Click Here
COTTLE,994,69,260,26.16%,16,276,27.77%,Click Here
STONEWALL,955,45,208,21.78%,10,218,22.83%,Click Here
STERLING,892,42,198,22.2%,14,212,23.77%,Click Here
MOTLEY,849,42,194,22.85%,34,228,26.86%,Click Here
GLASSCOCK,840,47,188,22.38%,23,211,25.12%,Click Here
FOARD,806,17,189,23.45%,3,192,23.82%,Click Here
ROBERTS,722,25,175,24.24%,17,192,26.59%,Click Here
MCMULLEN,644,34,165,25.62%,0,165,25.62%,Click Here
TERRELL,626,32,147,23.48%,14,161,25.72%,Click Here
KENT,599,21,119,19.87%,11,130,21.7%,Click Here
BORDEN,487,20,123,25.26%,0,123,25.26%,Click Here
KENEDY,270,11,50,18.52%,4,54,20.0%,Click Here
KING,165,13,47,28.48%,1,48,29.09%,Click Here
LOVING,128,4,23,17.97%,1,24,18.75%,Click Here
TOTAL,"18,623,931","778,576","3,408,934",18.3%,"235,797","3,644,731",19.57%,
