County,Registered Voters,# In Person On 10/25/2024,Cumulative In-Person Voters,Cumulative % In-Person,Cumulative By Mail Voters,Cumulative In-Person And Mail Voters,Cumulative Percent Early Voting,Voter Details Report
BASTROP,"61,403","2,945","15,464",25.18%,963,"16,427",26.75%,Click Here
POTTER,"59,681","2,345","12,110",20.29%,"1,103","13,213",22.14%,Click Here
HENDERSON,"59,479","3,025","17,412",29.27%,834,"18,246",30.68%,Click Here
VICTORIA,"58,087","2,070","10,466",18.02%,"1,946","12,412",21.37%,Click Here
ORANGE,"56,232","2,931","14,827",26.37%,733,"15,560",27.67%,Click Here
ANGELINA,"55,965","2,765","15,529",27.75%,780,"16,309",29.14%,Click Here
WISE,"55,864","3,236","16,587",29.69%,641,"17,228",30.84%,Click Here
LIBERTY,"54,530","2,564","13,286",24.36%,399,"13,685",25.1%,Click Here
HOOD,"51,704","2,917","14,987",28.99%,"1,040","16,027",31.0%,Click Here
HARRISON,"47,283","2,709","14,635",30.95%,429,"15,064",31.86%,Click Here
CORYELL,"46,995","1,805","9,739",20.72%,580,"10,319",21.96%,Click Here
SAN PATRICIO,"45,265","1,778","10,369",22.91%,709,"11,078",24.47%,Click Here
WALLER,"44,330","1,950","10,116",22.82%,300,"10,416",23.5%,Click Here
POLK,"44,308","1,667","9,046",20.42%,"2,194","11,240",25.37%,Click Here
HARDIN,"43,116","2,623","13,525",31.37%,353,"13,878",32.19%,Click Here
VAN ZANDT,"41,749","1,212","5,469",13.1%,363,"5,832",13.97%,Click Here
KERR,"40,065","2,079","13,876",34.63%,"1,071","14,947",37.31%,Click Here
NACOGDOCHES,"40,051","1,828","10,100",25.22%,821,"10,921",27.27%,Click Here
BURNET,"39,186","2,095","13,586",34.67%,"1,162","14,748",37.64%,Click Here
WILSON,"39,092","2,242","11,600",29.67%,672,"12,272",31.39%,Click Here
KENDALL,"38,959","3,129","13,474",34.59%,945,"14,419",37.01%,Click Here
WALKER,"38,958","1,991","10,212",26.21%,434,"10,646",27.33%,Click Here
MEDINA,"38,525","2,071","10,931",28.37%,492,"11,423",29.65%,Click Here
CHAMBERS,"37,026","2,294","12,089",32.65%,162,"12,251",33.09%,Click Here
STARR,"36,420","1,560","6,204",17.03%,136,"6,340",17.41%,Click Here
MAVERICK,"35,947",886,"4,128",11.48%,176,"4,304",11.97%,Click Here
WOOD,"35,589","1,624","7,768",21.83%,509,"8,277",23.26%,Click Here
RUSK,"34,277","1,539","7,573",22.09%,529,"8,102",23.64%,Click Here
LAMAR,"33,110","1,797","8,923",26.95%,565,"9,488",28.66%,Click Here
NAVARRO,"32,955","1,420","7,518",22.81%,272,"7,790",23.64%,Click Here
ATASCOSA,"32,142","1,316","7,156",22.26%,276,"7,432",23.12%,Click Here
CHEROKEE,"32,121","1,568","8,297",25.83%,359,"8,656",26.95%,Click Here
ANDERSON,"30,613","1,460","6,829",22.31%,424,"7,253",23.69%,Click Here
UPSHUR,"30,374","1,639","8,064",26.55%,422,"8,486",27.94%,Click Here
COOKE,"30,193","1,509","7,593",25.15%,452,"8,045",26.65%,Click Here
VAL VERDE,"30,117",945,"5,080",16.87%,534,"5,614",18.64%,Click Here
CALDWELL,"27,097","1,149","6,332",23.37%,251,"6,583",24.29%,Click Here
HILL,"26,962","1,338","6,618",24.55%,172,"6,790",25.18%,Click Here
WHARTON,"26,422","1,454","8,189",30.99%,311,"8,500",32.17%,Click Here
JIM WELLS,"26,414",908,"4,608",17.45%,237,"4,845",18.34%,Click Here
ERATH,"25,961","1,347","7,306",28.14%,269,"7,575",29.18%,Click Here
WASHINGTON,"25,794","1,476","7,463",28.93%,24,"7,487",29.03%,Click Here
BROWN,"25,500","1,004","4,990",19.57%,491,"5,481",21.49%,Click Here
HOPKINS,"25,383","1,330","6,631",26.12%,345,"6,976",27.48%,Click Here
FANNIN,"24,942","1,158","5,515",22.11%,480,"5,995",24.04%,Click Here
JASPER,"24,496","1,329","7,494",30.59%,241,"7,735",31.58%,Click Here
MATAGORDA,"22,394","1,060","5,187",23.16%,302,"5,489",24.51%,Click Here
AUSTIN,"22,116","1,212","6,555",29.64%,317,"6,872",31.07%,Click Here
GILLESPIE,"21,884","1,246","6,148",28.09%,667,"6,815",31.14%,Click Here
CASS,"21,812","1,279","6,570",30.12%,458,"7,028",32.22%,Click Here
GRIMES,"21,080","1,019","5,112",24.25%,361,"5,473",25.96%,Click Here
SAN JACINTO,"20,406",908,"3,892",19.07%,231,"4,123",20.2%,Click Here
PALO PINTO,"20,351","1,021","5,190",25.5%,352,"5,542",27.23%,Click Here
ARANSAS,"19,849","1,110","6,097",30.72%,357,"6,454",32.52%,Click Here
BANDERA,"19,026","1,152","6,196",32.57%,283,"6,479",34.05%,Click Here
KLEBERG,"18,689",752,"3,995",21.38%,227,"4,222",22.59%,Click Here
LLANO,"18,455","1,127","7,181",38.91%,615,"7,796",42.24%,Click Here
FAYETTE,"18,353",878,"4,517",24.61%,421,"4,938",26.91%,Click Here
HALE,"18,272",710,"3,693",20.21%,161,"3,854",21.09%,Click Here
TITUS,"18,026",375,"2,057",11.41%,88,"2,145",11.9%,Click Here
UVALDE,"17,929",671,"3,746",20.89%,273,"4,019",22.42%,Click Here
PANOLA,"17,836",793,"4,200",23.55%,262,"4,462",25.02%,Click Here
MILAM,"17,208",856,"5,288",30.73%,257,"5,545",32.22%,Click Here
HOWARD,"17,198",776,"4,062",23.62%,316,"4,378",25.46%,Click Here
LAMPASAS,"16,913",901,"5,189",30.68%,306,"5,495",32.49%,Click Here
SHELBY,"16,355",634,"3,455",21.13%,243,"3,698",22.61%,Click Here
BEE,"15,979",624,"3,520",22.03%,310,"3,830",23.97%,Click Here
MONTAGUE,"15,649","1,031","5,532",35.35%,198,"5,730",36.62%,Click Here
TYLER,"14,888",691,"3,384",22.73%,153,"3,537",23.76%,Click Here
COLORADO,"14,775",787,"4,529",30.65%,286,"4,815",32.59%,Click Here
LIMESTONE,"14,443",718,"3,983",27.58%,206,"4,189",29.0%,Click Here
LAVACA,"14,389",773,"3,597",25.0%,404,"4,001",27.81%,Click Here
HOCKLEY,"13,984",578,"3,273",23.41%,159,"3,432",24.54%,Click Here
HOUSTON,"13,901",589,"3,203",23.04%,392,"3,595",25.86%,Click Here
BURLESON,"13,840",758,"3,731",26.96%,273,"4,004",28.93%,Click Here
BOSQUE,"13,638",645,"3,600",26.4%,149,"3,749",27.49%,Click Here
HUTCHINSON,"13,442",644,"4,112",30.59%,163,"4,275",31.8%,Click Here
FREESTONE,"13,406",774,"4,178",31.17%,2,"4,180",31.18%,Click Here
CALHOUN,"13,223",531,"2,937",22.21%,158,"3,095",23.41%,Click Here
GONZALES,"13,174",691,"3,429",26.03%,202,"3,631",27.56%,Click Here
LEON,"12,654",664,"3,273",25.87%,222,"3,495",27.62%,Click Here
ROBERTSON,"12,600",609,"3,440",27.3%,11,"3,451",27.39%,Click Here
EASTLAND,"12,520",599,"3,361",26.85%,293,"3,654",29.19%,Click Here
YOUNG,"12,394",641,"3,952",31.89%,128,"4,080",32.92%,Click Here
GRAY,"12,317",599,"3,252",26.4%,290,"3,542",28.76%,Click Here
TRINITY,"12,283",571,"3,445",28.05%,95,"3,540",28.82%,Click Here
LEE,"12,168",663,"3,511",28.85%,181,"3,692",30.34%,Click Here
WILLACY,"11,703",321,"1,669",14.26%,40,"1,709",14.6%,Click Here
DEWITT,"11,357",572,"3,113",27.41%,252,"3,365",29.63%,Click Here
BLANCO,"11,014",784,"4,491",40.78%,178,"4,669",42.39%,Click Here
JONES,"10,883",427,"1,926",17.7%,186,"2,112",19.41%,Click Here
ANDREWS,"10,739",488,"2,421",22.54%,63,"2,484",23.13%,Click Here
FALLS,"10,562",276,"1,612",15.26%,174,"1,786",16.91%,Click Here
GAINES,"10,467",548,"2,778",26.54%,57,"2,835",27.09%,Click Here
CALLAHAN,"10,439",655,"3,237",31.01%,24,"3,261",31.24%,Click Here
MOORE,"10,130",367,"1,982",19.57%,107,"2,089",20.62%,Click Here
COMANCHE,"10,022",525,"2,858",28.52%,164,"3,022",30.15%,Click Here
JACKSON,"9,894",518,"2,420",24.46%,8,"2,428",24.54%,Click Here
FRIO,"9,526",247,"1,159",12.17%,186,"1,345",14.12%,Click Here
NEWTON,"9,486",395,"2,010",21.19%,72,"2,082",21.95%,Click Here
RAINS,"9,404",503,"2,609",27.74%,134,"2,743",29.17%,Click Here
SCURRY,"9,366",449,"2,547",27.19%,86,"2,633",28.11%,Click Here
MORRIS,"8,948",388,"2,077",23.21%,134,"2,211",24.71%,Click Here
DEAF SMITH,"8,756",309,"1,647",18.81%,117,"1,764",20.15%,Click Here
RED RIVER,"8,746",375,"2,346",26.82%,138,"2,484",28.4%,Click Here
NOLAN,"8,494",350,"1,722",20.27%,73,"1,795",21.13%,Click Here
MADISON,"8,471",378,"2,064",24.37%,103,"2,167",25.58%,Click Here
KARNES,"8,449",334,"1,631",19.3%,209,"1,840",21.78%,Click Here
SABINE,"8,446",418,"2,449",29.0%,170,"2,619",31.01%,Click Here
CAMP,"8,424",421,"2,341",27.79%,159,"2,500",29.68%,Click Here
PECOS,"8,328",348,"1,619",19.44%,83,"1,702",20.44%,Click Here
CLAY,"8,291",419,"2,108",25.43%,126,"2,234",26.94%,Click Here
ZAPATA,"8,182",289,"1,460",17.84%,30,"1,490",18.21%,Click Here
WILBARGER,"8,126",316,"1,877",23.1%,180,"2,057",25.31%,Click Here
DUVAL,"8,031",256,"1,406",17.51%,339,"1,745",21.73%,Click Here
LAMB,"7,883",212,"1,121",14.22%,92,"1,213",15.39%,Click Here
REEVES,"7,838",246,"1,106",14.11%,134,"1,240",15.82%,Click Here
MARION,"7,822",296,"1,852",23.68%,152,"2,004",25.62%,Click Here
ZAVALA,"7,810",183,896,11.47%,57,953,12.2%,Click Here
LIVE OAK,"7,774",345,"1,843",23.71%,88,"1,931",24.84%,Click Here
FRANKLIN,"7,599",462,"2,202",28.98%,103,"2,305",30.33%,Click Here
SOMERVELL,"7,420",447,"2,419",32.6%,71,"2,490",33.56%,Click Here
BREWSTER,"7,408",292,"1,905",25.72%,180,"2,085",28.15%,Click Here
WARD,"7,047",292,"1,391",19.74%,70,"1,461",20.73%,Click Here
ARCHER,"7,008",472,"2,275",32.46%,70,"2,345",33.46%,Click Here
RUNNELS,"6,807",288,"1,431",21.02%,88,"1,519",22.32%,Click Here
DAWSON,"6,776",277,"1,472",21.72%,0,"1,472",21.72%,Click Here
DIMMIT,"6,706",204,920,13.72%,151,"1,071",15.97%,Click Here
TERRY,"6,412",231,"1,335",20.82%,83,"1,418",22.11%,Click Here
HAMILTON,"6,260",322,"1,795",28.67%,92,"1,887",30.14%,Click Here
COLEMAN,"6,139",330,"2,141",34.88%,138,"2,279",37.12%,Click Here
SAN AUGUSTINE,"6,038",238,"1,500",24.84%,97,"1,597",26.45%,Click Here
STEPHENS,"5,881",323,"1,752",29.79%,91,"1,843",31.34%,Click Here
JACK,"5,857",329,"1,785",30.48%,121,"1,906",32.54%,Click Here
GOLIAD,"5,833",273,"1,530",26.23%,112,"1,642",28.15%,Click Here
MCCULLOCH,"5,424",266,"1,518",27.99%,86,"1,604",29.57%,Click Here
OCHILTREE,"5,201",221,"1,234",23.73%,95,"1,329",25.55%,Click Here
BROOKS,"4,945",133,794,16.06%,112,906,18.32%,Click Here
REFUGIO,"4,938",218,"1,120",22.68%,57,"1,177",23.84%,Click Here
PARMER,"4,549",114,620,13.63%,45,665,14.62%,Click Here
MITCHELL,"4,526",206,"1,046",23.11%,43,"1,089",24.06%,Click Here
PRESIDIO,"4,429",144,754,17.02%,36,790,17.84%,Click Here
LYNN,"4,385",151,722,16.47%,31,753,17.17%,Click Here
CARSON,"4,297",200,"1,088",25.32%,47,"1,135",26.41%,Click Here
YOAKUM,"4,289",187,"1,057",24.64%,31,"1,088",25.37%,Click Here
LASALLE,"4,210",153,764,18.15%,180,944,22.42%,Click Here
DELTA,"4,112",224,940,22.86%,0,940,22.86%,Click Here
WINKLER,"4,086",78,510,12.48%,7,517,12.65%,Click Here
SWISHER,"3,900",149,764,19.59%,0,764,19.59%,Click Here
CHILDRESS,"3,804",195,855,22.48%,42,897,23.58%,Click Here
SAN SABA,"3,795",190,"1,147",30.22%,70,"1,217",32.07%,Click Here
CASTRO,"3,694",121,573,15.51%,38,611,16.54%,Click Here
FLOYD,"3,660",170,888,24.26%,60,948,25.9%,Click Here
CROSBY,"3,638",119,529,14.54%,58,587,16.14%,Click Here
MILLS,"3,626",230,"1,309",36.1%,68,"1,377",37.98%,Click Here
JIM HOGG,"3,548",57,316,8.91%,132,448,12.63%,Click Here
MARTIN,"3,497",161,747,21.36%,21,768,21.96%,Click Here
HASKELL,"3,442",154,900,26.15%,32,932,27.08%,Click Here
WHEELER,"3,408",153,"1,015",29.78%,79,"1,094",32.1%,Click Here
KIMBLE,"3,318",202,"1,118",33.69%,60,"1,178",35.5%,Click Here
MASON,"3,278",253,"1,240",37.83%,71,"1,311",39.99%,Click Here
BAILEY,"3,172",89,570,17.97%,49,619,19.51%,Click Here
HANSFORD,"3,002",156,773,25.75%,87,860,28.65%,Click Here
DALLAM,"2,873",86,440,15.32%,69,509,17.72%,Click Here
HARTLEY,"2,846",153,921,32.36%,68,989,34.75%,Click Here
FISHER,"2,705",108,690,25.51%,64,754,27.87%,Click Here
REAL,"2,698",129,"1,006",37.29%,48,"1,054",39.07%,Click Here
CRANE,"2,674",86,481,17.99%,0,481,17.99%,Click Here
GARZA,"2,651",122,624,23.54%,31,655,24.71%,Click Here
COKE,"2,460",84,611,24.84%,0,611,24.84%,Click Here
SHACKELFORD,"2,439",106,690,28.29%,73,763,31.28%,Click Here
BAYLOR,"2,430",143,886,36.46%,1,887,36.5%,Click Here
DONLEY,"2,414",2,656,27.17%,56,712,29.49%,Click Here
HARDEMAN,"2,388",83,498,20.85%,32,530,22.19%,Click Here
SUTTON,"2,348",122,664,28.28%,18,682,29.05%,Click Here
HEMPHILL,"2,347",119,743,31.66%,38,781,33.28%,Click Here
CROCKETT,"2,289",83,599,26.17%,31,630,27.52%,Click Here
KNOX,"2,230",54,303,13.59%,40,343,15.38%,Click Here
HUDSPETH,"2,212",34,185,8.36%,19,204,9.22%,Click Here
KINNEY,"2,175",68,667,30.67%,17,684,31.45%,Click Here
UPTON,"2,114",111,583,27.58%,15,598,28.29%,Click Here
COLLINGSWORTH,"1,887",84,462,24.48%,52,514,27.24%,Click Here
HALL,"1,886",81,426,22.59%,31,457,24.23%,Click Here
LIPSCOMB,"1,818",60,277,15.24%,116,393,21.62%,Click Here
REAGAN,"1,803",74,379,21.02%,7,386,21.41%,Click Here
CONCHO,"1,795",65,388,21.62%,55,443,24.68%,Click Here
SCHLEICHER,"1,732",85,502,28.98%,32,534,30.83%,Click Here
CULBERSON,"1,707",55,218,12.77%,0,218,12.77%,Click Here
COCHRAN,"1,676",36,280,16.71%,50,330,19.69%,Click Here
JEFF DAVIS,"1,574",88,590,37.48%,32,622,39.52%,Click Here
MENARD,"1,516",85,417,27.51%,49,466,30.74%,Click Here
EDWARDS,"1,496",74,413,27.61%,19,432,28.88%,Click Here
SHERMAN,"1,448",63,346,23.9%,22,368,25.41%,Click Here
DICKENS,"1,433",72,358,24.98%,0,358,24.98%,Click Here
ARMSTRONG,"1,429",84,444,31.07%,27,471,32.96%,Click Here
OLDHAM,"1,340",63,315,23.51%,24,339,25.3%,Click Here
IRION,"1,230",77,355,28.86%,13,368,29.92%,Click Here
THROCKMORTON,"1,217",67,317,26.05%,13,330,27.12%,Click Here
BRISCOE,"1,037",42,245,23.63%,42,287,27.68%,Click Here
COTTLE,994,50,310,31.19%,17,327,32.9%,Click Here
STONEWALL,955,48,256,26.81%,12,268,28.06%,Click Here
STERLING,892,58,256,28.7%,25,281,31.5%,Click Here
MOTLEY,849,33,227,26.74%,40,267,31.45%,Click Here
GLASSCOCK,840,63,251,29.88%,24,275,32.74%,Click Here
FOARD,806,33,222,27.54%,4,226,28.04%,Click Here
ROBERTS,722,32,207,28.67%,17,224,31.02%,Click Here
MCMULLEN,644,39,204,31.68%,0,204,31.68%,Click Here
TERRELL,626,37,184,29.39%,15,199,31.79%,Click Here
KENT,599,24,143,23.87%,11,154,25.71%,Click Here
BORDEN,487,43,166,34.09%,0,166,34.09%,Click Here
KENEDY,270,5,55,20.37%,4,59,21.85%,Click Here
KING,165,2,49,29.7%,1,50,30.3%,Click Here
LOVING,128,4,27,21.09%,1,28,21.88%,Click Here
TOTAL,"18,623,931","846,735","4,255,669",22.85%,"252,064","4,507,733",24.2%,
